Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Bulgaria,BGR,12.1,9,9.6,9.5,9.2,9.4,9.2,9.1,9,8.9,8.8,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Burkina Faso,BFA,47.417,46.253,41.721,41.127,40.543,39.979,39.437,38.92,38.419,37.93,37.453,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Burundi,BDI,49.866,42.993,42.682,42.35,41.933,41.44,40.883,40.278,39.646,39.008,38.377,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Cabo Verde,CPV,40.828,27.608,22.084,21.792,21.477,21.132,20.754,20.345,19.919,19.49,19.061,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Cambodia,KHM,42.358,28.058,25.166,24.797,24.422,24.048,23.674,23.291,22.889,22.464,22.02,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Cameroon,CMR,44.824,41.419,38.992,38.522,38.02,37.497,36.964,36.429,35.9,35.386,34.891,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Canada,CAN,15,10.7,11,11,10.8,10.8,10.7,10.6,10.3,10.1,9.9,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Cayman Islands,CYM,18.6,15.4,14.5,13.6,12.5,12.5,11,10.8,9.9,9.9,9.8,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Central African Republic,CAF,42.004,41.347,38.431,37.933,37.427,36.927,36.454,36.029,35.66,35.348,35.09,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Chad,TCD,50.992,50.941,46.01,45.42,44.841,44.276,43.73,43.201,42.683,42.172,41.665,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Channel Islands,CHI,12.562,11.991,10.657,10.557,10.438,10.306,10.17,10.044,9.939,9.861,9.811,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Chile,CHL,22.286,16.556,14.463,14.258,14.002,13.7,13.369,13.031,12.711,12.428,12.187,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,China,CHN,21.06,14.03,11.93,12.1,12.08,12.37,12.07,12.95,12.43,10.94,10.5,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Colombia,COL,27.136,22.256,16.458,16.186,15.945,15.725,15.515,15.308,15.098,14.882,14.655,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Comoros,COM,42.558,37.497,34.915,34.578,34.199,33.781,33.328,32.852,32.365,31.881,31.407,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,"Congo, Dem. Rep.",COD,46.082,45.965,44.549,44.186,43.771,43.309,42.808,42.278,41.732,41.183,40.639,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,"Congo, Rep.",COG,37.997,38.554,36.684,36.198,35.663,35.094,34.511,33.933,33.378,32.862,32.397,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Costa Rica,CRI,27.394,19.335,15.554,15.381,15.194,14.989,14.762,14.512,14.246,13.971,13.689,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Cote d'Ivoire,CIV,43.224,41.069,37.18,36.991,36.812,36.63,36.438,36.225,35.993,35.74,35.464,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Croatia,HRV,11.6,9.8,9.6,9.8,9.4,9.3,8.9,9,8.9,9,8.9,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Cuba,CUB,16.487,13.069,11.179,11.168,11.108,10.992,10.822,10.611,10.386,10.166,9.962,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Curacao,CUW,..,..,13.1,13.4,12.7,12.6,11.9,11.2,9.7,10.5,10.1,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Cyprus,CYP,19.049,13.2,11.441,11.353,11.255,11.143,11.011,10.852,10.668,10.462,10.24,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Czech Republic,CZE,12.6,8.9,10.4,10.3,10.2,10.4,10.5,10.7,10.8,10.7,10.5,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Denmark,DNK,12.3,12.6,10.6,10.4,10,10.1,10.2,10.8,10.6,10.6,10.5,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Djibouti,DJI,39.777,31.48,24.787,24.331,23.871,23.402,22.921,22.432,21.944,21.466,20.998,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Dominica,DMA,23,..,..,..,..,12,..,..,9.6,..,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Dominican Republic,DOM,29.568,24.771,21.178,20.969,20.761,20.547,20.32,20.07,19.799,19.506,19.193,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Ecuador,ECU,29.912,25.503,21.253,21.049,20.848,20.645,20.432,20.205,19.968,19.719,19.46,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,"Egypt, Arab Rep.",EGY,33.249,25.958,27.871,28.308,28.518,28.475,28.182,27.677,27.05,26.379,25.708,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,El Salvador,SLV,31.215,24.931,19.418,19.213,19.036,18.881,18.734,18.587,18.429,18.253,18.054,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Equatorial Guinea,GNQ,42.085,41.136,37.049,36.476,35.899,35.326,34.768,34.234,33.725,33.241,32.783,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Eritrea,ERI,41.58,32.518,35.476,34.616,33.753,32.936,32.191,31.521,30.898,30.302,29.738,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Estonia,EST,14.2,9.4,11.1,10.6,10.3,10.3,10.6,10.7,10.5,10.9,10.6,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Eswatini,SWZ,38.946,32.318,29.747,29.111,28.53,28.021,27.579,27.176,26.773,26.342,25.881,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Ethiopia,ETH,47.479,43.728,35.369,34.916,34.483,34.059,33.635,33.207,32.775,32.339,31.896,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Faroe Islands,FRO,19.9,15.1,12,12.9,13,13.2,12.4,13.6,13.1,13.4,13.2,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Fiji,FJI,28.888,24.738,22.259,22.23,22.185,22.108,21.983,21.799,21.56,21.277,20.954,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Finland,FIN,13.1,11,11.1,11,10.7,10.5,10.1,9.6,9.1,8.6,8.3,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,France,FRA,13.4,13.3,12.7,12.6,12.4,12.4,12,11.8,11.5,11.3,11.2,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,French Polynesia,PYF,28.411,20.172,16.53,16.263,15.998,15.736,15.473,15.209,14.946,14.684,14.427,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Gabon,GAB,37.481,33.377,33.265,33.281,33.242,33.132,32.927,32.604,32.161,31.611,30.968,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,"Gambia, The",GMB,46.981,42.682,40.716,40.522,40.295,40.029,39.719,39.363,38.967,38.535,38.073,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Georgia,GEO,17.261,12.063,14.036,14.142,14.186,14.165,14.078,13.925,13.718,13.472,13.2,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Germany,DEU,11.4,9.3,8.3,8.4,8.5,8.8,9,9.6,9.5,9.5,9.4,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Ghana,GHA,40.038,35.671,32.127,31.834,31.5,31.125,30.714,30.28,29.839,29.407,28.992,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Greece,GRC,10,9.6,9.6,9.1,8.6,8.5,8.5,8.6,8.2,8.1,7.8,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Greenland,GRL,22.6,15.6,14.4,13.9,14.5,14.3,15.2,14.8,15.2,14.6,15.1,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Grenada,GRD,28.31,18.444,17.461,17.398,17.315,17.209,17.074,16.905,16.701,16.465,16.198,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Guam,GUM,25.615,21.936,17.611,17.459,17.311,17.161,17.007,16.854,16.71,16.579,16.46,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Guatemala,GTM,38.984,35.341,27.197,26.766,26.369,25.992,25.627,25.267,24.912,24.561,24.21,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Guinea,GIN,48.103,44.21,39.278,38.848,38.422,38,37.583,37.171,36.765,36.364,35.965,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Guinea-Bissau,GNB,46.71,41.828,38.714,38.298,37.841,37.346,36.819,36.265,35.697,35.125,34.559,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Guyana,GUY,28.24,25.704,21.088,21.011,20.918,20.793,20.629,20.427,20.202,19.967,19.723,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Haiti,HTI,37.257,31.777,27.248,26.839,26.423,26.002,25.581,25.162,24.75,24.349,23.959,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Honduras,HND,38.484,33.829,24.336,23.737,23.223,22.792,22.433,22.13,21.859,21.599,21.337,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,"Hong Kong SAR, China",HKG,12,8.1,13.5,12.8,8,8.6,8.2,8.3,7.7,7.2,7,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Hungary,HUN,12.1,9.6,8.8,9.1,9,9.5,9.4,9.7,9.7,9.6,9.5,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Iceland,ISL,18.7,15.3,14.1,14.1,13.4,13.4,12.5,12,11.9,12,12.3,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,India,IND,31.517,26.401,20.495,19.923,19.416,18.984,18.625,18.332,18.083,17.857,17.644,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Indonesia,IDN,25.813,21.773,20.526,20.225,19.893,19.537,19.165,18.79,18.422,18.072,17.746,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,"Iran, Islamic Rep.",IRN,32.183,17.654,18.335,18.533,18.739,18.93,19.066,19.102,19.011,18.783,18.42,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Iraq,IRQ,37.755,35.821,33.152,32.834,32.378,31.791,31.109,30.388,29.693,29.075,28.556,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Ireland,IRL,15.1,14.4,16.2,15.6,14.9,14.4,13.9,13.4,12.9,12.5,12.1,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Israel,ISR,22.2,21.7,21.4,21.6,21.3,21.5,21.3,21.2,21.1,20.8,20.1,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Italy,ITA,10,9.5,9.2,9,8.5,8.3,8,7.8,7.6,7.3,7,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Jamaica,JAM,25.33,21.372,17.478,17.233,17.012,16.814,16.633,16.46,16.286,16.103,15.907,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Japan,JPN,10,9.4,8.3,8.2,8.2,8,8,7.8,7.6,7.4,7,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Jordan,JOR,35.287,31.709,27.862,27.05,26.157,25.214,24.274,23.396,22.622,21.979,21.477,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Kazakhstan,KAZ,22.18,14.92,22.51,22.7,22.73,23.1,22.71,22.52,21.64,21.77,21.73,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Kenya,KEN,42.56,40.037,34.249,33.333,32.415,31.522,30.688,29.943,29.296,28.748,28.298,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Kiribati,KIR,36.719,30.579,29.592,29.531,29.413,29.23,28.98,28.663,28.294,27.887,27.453,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,"Korea, Dem. People's Rep.",PRK,20.657,17.973,13.933,13.895,13.888,13.897,13.91,13.916,13.91,13.89,13.848,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,"Korea, Rep.",KOR,15.2,13.5,9.4,9.6,8.6,8.6,8.6,7.9,7,6.4,5.9,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Kosovo,XKX,29.7,22.9,18.2,17.8,17.5,17.2,16.9,16.6,16.2,15.9,15.6,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Kuwait,KWT,23.225,22.817,18.972,18.265,17.537,16.807,16.086,15.369,14.651,13.939,13.251,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Kyrgyz Republic,KGZ,29.1,19.8,27.1,27.6,27.2,27.7,27.4,26,24.8,27.1,26.9,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Lao PDR,LAO,42.902,31.985,26.399,25.932,25.496,25.091,24.71,24.337,23.955,23.549,23.117,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Latvia,LVA,14.2,8.6,9.1,9.8,10.2,10.9,11.1,11.2,10.7,10,9.8,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Lebanon,LBN,27.338,21.119,16.662,17.049,17.38,17.617,17.737,17.744,17.67,17.545,17.377,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Lesotho,LSO,35.013,30.952,28.797,28.559,28.318,28.068,27.799,27.501,27.17,26.808,26.415,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Liberia,LBR,45.364,42.914,36.451,35.872,35.316,34.789,34.297,33.843,33.426,33.042,32.687,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Libya,LBY,29.381,21.626,21.837,21.638,21.336,20.94,20.465,19.935,19.38,18.829,18.3,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Liechtenstein,LIE,13.2,12.9,10.9,9.7,9.2,10,8.7,10,8.9,9.9,9.2,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Lithuania,LTU,15.4,9.8,10,10.2,10.1,10.4,10.8,10.7,10.1,10,9.8,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Luxembourg,LUX,12.9,13.1,10.9,11.3,11.3,10.9,10.7,10.4,10.4,10.3,10,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,"Macao SAR, China",MAC,18.972,8.93,10.544,10.904,11.165,11.317,11.36,11.31,11.2,11.058,10.894,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Madagascar,MDG,44.339,41.275,34.753,34.348,33.989,33.673,33.392,33.138,32.897,32.657,32.408,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Malawi,MWI,47.939,43.727,39.383,38.436,37.506,36.629,35.839,35.163,34.593,34.118,33.73,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Malaysia,MYS,28.096,21.98,17.19,17.142,17.106,17.071,17.024,16.957,16.867,16.752,16.608,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Maldives,MDV,41.126,21.385,19.168,18.603,17.939,17.2,16.421,15.641,14.891,14.199,13.584,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Mali,MLI,48.769,48.784,45.769,45.129,44.482,43.843,43.226,42.638,42.078,41.543,41.035,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Malta,MLT,15.2,11.3,10,9.8,9.5,9.6,9.7,9.8,9.2,9.2,8.6,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Marshall Islands,MHL,..,..,29,..,..,..,..,..,..,..,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Mauritania,MRT,40.212,38.14,36.288,36.032,35.729,35.381,34.991,34.569,34.132,33.694,33.262,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Mauritius,MUS,21.3,17,11.7,11.5,10.9,10.6,10.1,10.4,10.7,10.2,10.2,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Mexico,MEX,28.802,23.85,19.766,19.488,19.198,18.892,18.573,18.245,17.918,17.602,17.297,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,"Micronesia, Fed. Sts.",FSM,34.028,29.908,23.871,23.686,23.521,23.365,23.213,23.069,22.937,22.82,22.712,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Moldova,MDA,18.574,11.298,11.049,10.984,10.886,10.759,10.609,10.445,10.274,10.1,9.93,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Monaco,MCO,..,..,..,..,..,..,8.1,7.8,..,5.9,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Mongolia,MNG,32.224,19.307,25.318,25.776,26.026,26.053,25.849,25.425,24.833,24.131,23.361,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Montenegro,MNE,16.487,13.688,12.305,12.125,11.987,11.893,11.837,11.804,11.775,11.732,11.671,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Morocco,MAR,29.241,22.236,21.214,21.139,20.964,20.684,20.31,19.868,19.399,18.937,18.5,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Mozambique,MOZ,44.842,44.769,40.254,39.816,39.396,38.993,38.607,38.236,37.876,37.52,37.166,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Myanmar,MMR,27.486,24.588,19.301,18.889,18.544,18.264,18.041,17.861,17.703,17.552,17.397,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Namibia,NAM,37.795,30.866,30.52,30.499,30.391,30.192,29.904,29.534,29.105,28.639,28.152,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Nepal,NPL,38.458,31.547,22.262,21.879,21.523,21.18,20.844,20.515,20.196,19.887,19.578,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Netherlands,NLD,13.2,13,10.8,10.5,10.2,10.4,10.1,10.1,9.9,9.8,9.7,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,New Caledonia,NCL,25.6,21.4,16.2,16.9,16.6,16.3,15.4,15.4,14.5,14.2,14,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,New Zealand,NZL,17.5,14.66,14,13.87,13.2,12.67,13.23,12.6,12.38,11.84,11.96,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Nicaragua,NIC,35.865,27.054,23.249,22.924,22.585,22.231,21.859,21.468,21.06,20.641,20.215,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Niger,NER,55.485,53.541,49.374,48.929,48.466,47.988,47.502,47.017,46.54,46.079,45.637,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Nigeria,NGA,44.265,43.156,41.025,40.668,40.267,39.828,39.359,38.873,38.384,37.905,37.446,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,North Macedonia,MKD,17.724,12.995,11.156,11.2,11.224,11.215,11.166,11.075,10.953,10.811,10.653,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Northern Mariana Islands,MNP,..,..,..,..,..,20.5,..,..,..,..,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Norway,NOR,14.4,13.2,12.2,12,11.6,11.5,11.3,11.3,10.7,10.4,10.2,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Oman,OMN,38.282,24.139,21.57,21.424,21.24,21.005,20.697,20.292,19.786,19.189,18.513,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Pakistan,PAK,41.222,34.703,29.86,29.667,29.491,29.318,29.124,28.888,28.599,28.25,27.841,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Palau,PLW,21.6,14.5,11.8,15.3,13,13.7,13.7,12,12.4,14,11.2,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Panama,PAN,26.255,23.452,20.902,20.678,20.429,20.155,19.863,19.562,19.263,18.976,18.705,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Papua New Guinea,PNG,34.813,33.993,29.546,29.123,28.721,28.344,27.993,27.669,27.364,27.073,26.793,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Paraguay,PRY,33.489,26.968,22.189,21.904,21.646,21.413,21.198,20.993,20.787,20.571,20.341,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Peru,PER,30.677,23.328,20.109,19.617,19.185,18.827,18.544,18.323,18.134,17.949,17.756,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Philippines,PHL,33.02,29.606,24.602,24.12,23.562,22.935,22.273,21.623,21.036,20.546,20.166,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Poland,POL,14.4,9.9,10.2,10.1,9.7,9.9,9.7,10.1,10.6,10.2,9.9,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Portugal,PRT,11.7,11.7,9.2,8.5,7.9,7.9,8.3,8.4,8.4,8.5,8.4,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Puerto Rico,PRI,18.5,15.59,11.1,10.6,10.1,9.7,9,8.3,7.3,6.7,6.4,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Qatar,QAT,22.509,19.267,10.884,10.614,10.396,10.208,10.033,9.862,9.698,9.541,9.385,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Romania,ROU,13.6,10.4,9.7,10,9.4,10,10.2,10.4,10.8,10.4,9.6,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Russian Federation,RUS,13.4,9.8,14.1,14.7,14.5,14.4,12.8,12.2,11.2,10.7,9.8,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Rwanda,RWA,47.283,39.657,34.038,33.563,33.173,32.863,32.604,32.353,32.062,31.696,31.249,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Samoa,WSM,33.127,30.616,27.464,26.909,26.372,25.874,25.427,25.036,24.689,24.378,24.1,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,San Marino,SMR,..,..,10,8.7,9.7,9.1,8.2,7.9,6.7,6.8,6.7,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Sao Tome and Principe,STP,40.053,39.589,35.363,34.726,34.103,33.508,32.95,32.437,31.967,31.538,31.152,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Saudi Arabia,SAU,35.799,26.375,21.613,21.078,20.528,19.969,19.41,18.858,18.319,17.798,17.297,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Senegal,SEN,42.678,39.246,38.077,37.757,37.352,36.867,36.318,35.727,35.12,34.523,33.952,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Serbia,SRB,..,9.8,9.1,9.3,9.2,9.3,9.3,9.2,9.2,9.2,9.3,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Seychelles,SYC,23.1,18.6,18.6,18.6,17.4,17,17,17.4,17.2,17.1,16.4,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Sierra Leone,SLE,46.558,44.073,37.872,37.092,36.356,35.677,35.055,34.483,33.939,33.406,32.879,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Singapore,SGP,18.2,13.7,9.5,10.1,9.3,9.8,9.7,9.4,8.9,8.8,8.8,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Sint Maarten (Dutch part),SXM,..,..,12.9,12,14,14.1,..,..,9,..,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Slovak Republic,SVK,15.1,10.2,11.3,10.3,10.1,10.2,10.3,10.6,10.7,10.6,10.5,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Slovenia,SVN,11.2,9.1,10.7,10.7,10.2,10.3,10,9.9,9.8,9.4,9.3,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Solomon Islands,SLB,39.989,35.569,33.974,33.959,33.895,33.766,33.556,33.255,32.877,32.439,31.956,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Somalia,SOM,48.505,49.024,43.688,43.254,42.877,42.561,42.303,42.096,41.919,41.753,41.585,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,South Africa,ZAF,30.312,22.854,23.097,22.815,22.483,22.113,21.719,21.314,20.908,20.51,20.129,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,South Sudan,SSD,47.406,43.081,37.776,37.34,36.918,36.509,36.116,35.738,35.37,35.01,34.653,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Spain,ESP,10.3,9.8,10.1,9.7,9.1,9.2,9,8.8,8.4,7.9,7.6,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Sri Lanka,LKA,20.624,18.463,17.594,17.343,17.093,16.849,16.609,16.364,16.106,15.831,15.544,..
